1 0 333111 


2 .2 54694.7 
2 1.2 292327 


4 .4 28059.9 
4 1.4 28271.5 
4 2.4 146852 
4 3.4 146759 


8 .6 69.167 
8 1.6 166.28 
8 2.6 27983.3 
8 3.6 28099.5 
8 4.6 102509 
8 5.6 102534 
8 6.6 48140.1 
8 7.6 48215.8 


16 .8 4.654 
16 1.8 82.881 
16 2.8 217.522 
16 3.8 4.128 
16 4.8 2.263 
16 5.8 30160.7 
16 6.8 30188 
16 7.8 4.504 
16 8.8 6808.16 
16 9.8 99708.3 
16 10.8 99882.6 
16 11.8 6796.41 
16 12.8 3.809 
16 13.8 50646.6 
16 14.8 50795.9 
16 15.8 7.422 
